run,run_label,id,question,step_idx,n_steps_in_cot,cot_step,options,correct,before_pred_idx,after_pred_idx,before_pred,after_pred,before_correct,after_correct,prediction_flipped,efficacy_pct,cot_efficacy_pct,specificity_pct,original_answer_mass_shift,correct_mass_shift,total_variation,entropy_before,entropy_after,entropy_delta,before_original_prob,after_original_prob,before_correct_prob,after_correct_prob,before_probs_sum,after_probs_sum,before_A,after_A,delta_A,before_B,after_B,delta_B,before_C,after_C,delta_C,before_D,after_D,delta_D
full,Full FUR,9-227,The surface of the moon contains,0,5,Step 1: The question is asking about the surface of the moon.,A): dogs | B): water | C): high peaks | D): humans,C,2,1,C,B,True,False,True,90.91401891111842,34.928758941813406,100.0,0.29286170989851523,0.29286170989851523,0.30782986590497746,1.0769008488837306,1.0652332548319166,-0.011667594051814056,0.4521150763731223,0.15925336647460706,0.4521150763731223,0.15925336647460706,1.0,1.0,0.007307759302921603,0.013072312212974486,0.005764552910052883,0.18846959604088984,0.4905349090358144,0.30206531299492456,0.4521150763731223,0.15925336647460706,-0.29286170989851523,0.3521075682830662,0.33713941227660404,-0.014968156006462174
full,Full FUR,7-157,Ocean water contains,1,5,"Step 2:  The primary components of ocean water are hydrogen and oxygen, not sodium (Na) or chloride (Cl).",A): copious amounts of seltzer | B): scant amounts of sodium chloride | C): scant amounts of carbonation | D): copious amounts of the combination of Na and Cl,D,3,3,D,D,True,True,False,87.91591936968007,52.85551378008903,90.0,-0.13007703037015528,-0.13007703037015528,0.13007703037015528,0.49939210213067864,0.19103185051728366,-0.308360251613395,0.8281650346308392,0.9582420650009945,0.8281650346308392,0.9582420650009945,1.0,1.0,0.00383516535951738,0.0028650919162255184,-0.0009700734432918617,0.16307535063396153,0.037155077103605064,-0.12592027353035645,0.004924449375681816,0.0017377659791748615,-0.003186683396506955,0.8281650346308392,0.9582420650009945,0.13007703037015528
full,Full FUR,7-157,Ocean water contains,2,5,"Step 3:  Sodium chloride (NaCl), commonly known as table salt, is not a primary component of ocean water.",A): copious amounts of seltzer | B): scant amounts of sodium chloride | C): scant amounts of carbonation | D): copious amounts of the combination of Na and Cl,D,3,3,D,D,True,True,False,74.8146132362621,48.22191133722471,95.0,0.034461515629275796,0.034461515629275796,0.037604314909857085,0.49939210213067864,0.5386139290163333,0.039221826885654676,0.8281650346308392,0.7937035190015634,0.8281650346308392,0.7937035190015634,1.0,1.0,0.00383516535951738,0.0032436848608147243,-0.0005914804987026557,0.16307535063396153,0.20067966554381866,0.037604314909857134,0.004924449375681816,0.00237313059380323,-0.0025513187818785865,0.8281650346308392,0.7937035190015634,-0.034461515629275796
full,Full FUR,7-157,Ocean water contains,3,5,"Step 4:  Ocean water does contain sodium and chloride ions, but in very small amounts compared to the overall composition of the water.",A): copious amounts of seltzer | B): scant amounts of sodium chloride | C): scant amounts of carbonation | D): copious amounts of the combination of Na and Cl,D,3,1,D,B,True,False,True,82.75783761062472,52.113096149628845,95.0,0.8236028886843872,0.8236028886843872,0.824670972955192,0.49939210213067864,0.09240876188139518,-0.40698334024928345,0.8281650346308392,0.004562145946452038,0.8281650346308392,0.004562145946452038,1.0,0.9999999999999999,0.00383516535951738,0.0027670810887125774,-0.0010680842708048026,0.16307535063396153,0.9851490674012395,0.822073716767278,0.004924449375681816,0.007521705563595812,0.002597256187913995,0.8281650346308392,0.004562145946452038,-0.8236028886843872
full,Full FUR,7-157,Ocean water contains,4,5,"Step 5:  Therefore, the correct answer is (B): scant amounts of sodium chloride.",A): copious amounts of seltzer | B): scant amounts of sodium chloride | C): scant amounts of carbonation | D): copious amounts of the combination of Na and Cl,D,3,1,D,B,True,False,True,79.8418698987313,27.54942820630322,100.0,0.7962083269466693,0.7962083269466693,0.7978688111523546,0.49939210213067864,0.2972649490845498,-0.20212715304612883,0.8281650346308392,0.03195670768416988,0.8281650346308392,0.03195670768416988,1.0,1.0,0.00383516535951738,0.0021746811538320573,-0.0016604842056853228,0.16307535063396153,0.9339119034778282,0.7708365528438667,0.004924449375681816,0.03195670768416988,0.027032258308488065,0.8281650346308392,0.03195670768416988,-0.7962083269466693
full,Full FUR,9-163,A Mola Mola might live where?,0,6,"Step 1: A Mola Mola is a type of fish, and we need to consider where they might live.",A): Lake Michigan | B): The Mississippi River | C): Bay of Bengal | D): Lake Eerie,C,1,1,B,B,False,False,False,84.66450331550716,39.5833979234632,95.0,-0.057746366229484036,-0.029601295197900918,0.09851183686258558,1.2516164268620407,1.2462630488664597,-0.005353377995580999,0.33868745221709795,0.396433818446582,0.058855049750619004,0.08845634494851992,1.0,1.0,0.26377004581518504,0.1652582089525995,-0.09851183686258555,0.33868745221709795,0.396433818446582,0.057746366229484036,0.058855049750619004,0.08845634494851992,0.029601295197900918,0.33868745221709795,0.3498516276522986,0.011164175435200652
full,Full FUR,9-163,A Mola Mola might live where?,1,6,"Step 2: Mola Mola, also known as ocean sunfish, are found in temperate and tropical waters around the world.",A): Lake Michigan | B): The Mississippi River | C): Bay of Bengal | D): Lake Eerie,C,1,3,B,D,False,False,True,87.77347605110441,48.12068343461107,100.0,0.06616014494514055,-0.10644113228578084,0.11768569501085205,1.2516164268620407,1.3482426152789757,0.09662618841693504,0.33868745221709795,0.2725273072719574,0.058855049750619004,0.16529618203639984,1.0,1.0,0.26377004581518504,0.21224449574947357,-0.05152555006571147,0.33868745221709795,0.2725273072719574,-0.06616014494514055,0.058855049750619004,0.16529618203639984,0.10644113228578084,0.33868745221709795,0.3499320149421692,0.011244562725071239
full,Full FUR,9-163,A Mola Mola might live where?,2,6,"Step 3: They are known to inhabit the open ocean, but they can also be found in coastal waters and seas.",A): Lake Michigan | B): The Mississippi River | C): Bay of Bengal | D): Lake Eerie,C,1,3,B,D,False,False,True,92.10596282906023,43.24385479849756,90.0,0.02188499450312703,-0.07320787123417427,0.09350463491808383,1.2516164268620407,1.3162340813485518,0.06461765448651113,0.33868745221709795,0.3168024577139709,0.058855049750619004,0.13206292098479328,1.0,1.0,0.26377004581518504,0.19215040540022826,-0.07161964041495678,0.33868745221709795,0.3168024577139709,-0.02188499450312703,0.058855049750619004,0.13206292098479328,0.07320787123417427,0.33868745221709795,0.35898421590100754,0.02029676368390959
full,Full FUR,9-163,A Mola Mola might live where?,3,6,"Step 4: Considering the options, we can eliminate (A) Lake Michigan, as it is a freshwater lake, and Mola Mola are saltwater fish.",A): Lake Michigan | B): The Mississippi River | C): Bay of Bengal | D): Lake Eerie,C,1,1,B,B,False,False,False,80.07671922793611,40.75196078866321,90.0,-0.14908592659284275,0.00744411555003309,0.14908592659284273,1.2516164268620407,1.1791907095013219,-0.07242571736071879,0.33868745221709795,0.4877733788099407,0.058855049750619004,0.051410934200585914,1.0,1.0,0.26377004581518504,0.2304078434947367,-0.03336220232044834,0.33868745221709795,0.4877733788099407,0.14908592659284275,0.058855049750619004,0.051410934200585914,-0.00744411555003309,0.33868745221709795,0.2304078434947367,-0.10827960872236125
full,Full FUR,9-163,A Mola Mola might live where?,4,6,"Step 5: We can also eliminate (B) The Mississippi River, as it is a freshwater river, and Mola Mola are not typically found in rivers.",A): Lake Michigan | B): The Mississippi River | C): Bay of Bengal | D): Lake Eerie,C,1,1,B,B,False,False,False,82.00081577585891,36.436132617394804,95.0,-0.34172369256674584,-0.045489382953283586,0.38721307552002937,1.2516164268620407,0.9711077938161959,-0.2805086330458447,0.33868745221709795,0.6804111447838438,0.058855049750619004,0.10434443270390259,1.0,1.0,0.26377004581518504,0.13398089705450317,-0.12978914876068187,0.33868745221709795,0.6804111447838438,0.34172369256674584,0.058855049750619004,0.10434443270390259,0.045489382953283586,0.33868745221709795,0.08126352545775044,-0.2574239267593475
full,Full FUR,9-163,A Mola Mola might live where?,5,6,Step 6: Option (C) Bay of Bengal is a possibility,A): Lake Michigan | B): The Mississippi River | C): Bay of Bengal | D): Lake Eerie,C,1,3,B,D,False,False,True,93.97102847802987,30.732024458652063,90.0,0.11658029841558454,-0.07585973047998093,0.20737310791482239,1.2516164268620407,1.2625464416512162,0.010930014789175546,0.33868745221709795,0.2221071538015134,0.058855049750619004,0.13471478023059993,1.0,1.0,0.26377004581518504,0.17297723631594722,-0.09079280949923782,0.33868745221709795,0.2221071538015134,-0.11658029841558454,0.058855049750619004,0.13471478023059993,0.07585973047998093,0.33868745221709795,0.47020082965193943,0.13151337743484148
full,Full FUR,8-35,which of these would stop a car quicker?,1,11,**Brake Pads' Role**: Brake pads are crucial for stopping a car.,A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads,D,0,0,A,A,False,False,False,98.05031038914021,47.406525085787756,95.0,0.08970678785233521,-0.12488456207594804,0.14507818895119906,1.0411635449708927,1.1711604386518661,0.12999689368097345,0.6072101917619918,0.5175034039096565,0.11956677796393135,0.2444513400398794,1.0,1.0,0.6072101917619918,0.5175034039096565,-0.08970678785233521,0.04984284714566854,0.07003647402091953,0.02019362687525099,0.22338018312840835,0.1680087820295445,-0.05537140109886385,0.11956677796393135,0.2444513400398794,0.12488456207594804
full,Full FUR,8-35,which of these would stop a car quicker?,2,11,They work by pressing against the brake rotor (or drum) to slow down the vehicle.,A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads,D,0,0,A,A,False,False,False,97.55454136530511,47.406525085787756,100.0,-0.0731411023563171,-0.01440233077510951,0.08754343313142662,1.0411635449708927,0.9321742439546608,-0.10898930101623194,0.6072101917619918,0.6803512941183089,0.11956677796393135,0.13396910873904086,1.0,1.0,0.6072101917619918,0.6803512941183089,0.0731411023563171,0.04984284714566854,0.033872696366704,-0.01597015077896454,0.22338018312840835,0.15180690077594627,-0.07157328235246208,0.11956677796393135,0.13396910873904086,0.01440233077510951
full,Full FUR,8-35,which of these would stop a car quicker?,3,11,The effectiveness of brake pads in stopping a car depends on their condition and the presence of sufficient friction.,A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads,D,0,2,A,C,False,False,True,92.8683317302242,37.05385239078417,95.0,0.4099536836800136,0.013982982686635975,0.46511266808326146,1.0411635449708927,0.8557080440039362,-0.1854555009669565,0.6072101917619918,0.19725650808197814,0.11956677796393135,0.10558379527729538,1.0,1.0,0.6072101917619918,0.19725650808197814,-0.4099536836800136,0.04984284714566854,0.008666845429056656,-0.041176001716611885,0.22338018312840835,0.6884928512116698,0.46511266808326146,0.11956677796393135,0.10558379527729538,-0.013982982686635975
full,Full FUR,8-35,which of these would stop a car quicker?,5,11,"**Effect of Wet Brake Pads**: When brake pads are wet, they lose their effectiveness.",A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads,D,0,0,A,A,False,False,False,92.75602429657485,46.15930677045396,90.0,-0.16043148036840305,0.0018451072723927042,0.16043148036840305,1.0411635449708927,0.7726046758173258,-0.26855886915356686,0.6072101917619918,0.7676416721303948,0.11956677796393135,0.11772167069153865,1.0,1.0,0.6072101917619918,0.7676416721303948,0.16043148036840305,0.04984284714566854,0.033727821339605245,-0.016115025806063298,0.22338018312840835,0.08090883583846133,-0.14247134728994704,0.11956677796393135,0.11772167069153865,-0.0018451072723927042
full,Full FUR,8-35,which of these would stop a car quicker?,6,11,"Water reduces the friction between the brake pads and the rotor, making it harder for the car to stop.",A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads,D,0,0,A,A,False,False,False,89.25219620042508,48.624851619965014,90.0,0.1631763173409419,-0.043784170602604186,0.1631763173409419,1.0411635449708927,1.2317303533166961,0.19056680834580342,0.6072101917619918,0.44403387442104986,0.11956677796393135,0.16335094856653554,1.0,1.0,0.6072101917619918,0.44403387442104986,-0.1631763173409419,0.04984284714566854,0.08743544342236804,0.0375925962766995,0.22338018312840835,0.3051797335900466,0.08179955046163823,0.11956677796393135,0.16335094856653554,0.043784170602604186
full,Full FUR,8-35,which of these would stop a car quicker?,7,11,"This is because water is a poor conductor of heat, which is necessary for the brake pads to generate the necessary friction to slow down the car.",A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads,D,0,0,A,A,False,False,False,91.12449543634658,50.97749095061447,100.0,0.013262673032340744,0.01635417744987333,0.029616850482214085,1.0411635449708927,1.0494398547857808,0.008276309814888139,0.6072101917619918,0.593947518729651,0.11956677796393135,0.10321260051405802,1.0,1.0,0.6072101917619918,0.593947518729651,-0.013262673032340744,0.04984284714566854,0.05524572254632185,0.005402875400653311,0.22338018312840835,0.24759415820996913,0.024213975081560785,0.11956677796393135,0.10321260051405802,-0.01635417744987333
full,Full FUR,8-35,which of these would stop a car quicker?,9,11,"**Effect of Dry Brake Pads**: Dry brake pads, on the other hand, provide better friction than wet ones.",A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads,D,0,0,A,A,False,False,False,95.69128836003091,40.17053227007293,100.0,0.16681189102930055,-0.2690833667995442,0.2788419488376408,1.0411635449708927,1.1409662755323196,0.09980273056142686,0.6072101917619918,0.4403983007326912,0.11956677796393135,0.38865014476347554,1.0,1.0,0.6072101917619918,0.4403983007326912,-0.16681189102930055,0.04984284714566854,0.059601429183765174,0.009758582038096632,0.22338018312840835,0.11135012532006809,-0.11203005780834026,0.11956677796393135,0.38865014476347554,0.2690833667995442
full,Full FUR,8-35,which of these would stop a car quicker?,10,11,The dry surface,A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads,D,0,0,A,A,False,False,False,99.98511393612355,20.117179991278398,95.0,-0.033967152538283085,0.08339402730041152,0.08339402730041152,1.0411635449708927,0.9578696462201302,-0.08329389875076254,0.6072101917619918,0.6411773443002748,0.11956677796393135,0.036172750663519826,1.0,1.0,0.6072101917619918,0.6411773443002748,0.033967152538283085,0.04984284714566854,0.08677391546268173,0.03693106831701319,0.22338018312840835,0.2358759895735236,0.012495806445115248,0.11956677796393135,0.036172750663519826,-0.08339402730041152
full,Full FUR,530,"When it's flying, a plane has no friction with the",1,12,"When a plane is flying, it is moving through the air.",A): wings | B): ground | C): air | D): clouds,B,2,2,C,C,False,False,False,84.42300438268767,27.76137512014676,90.0,0.04078507147107202,-0.015738843164122593,0.040785071471072035,0.19309830829286168,0.35605587771763225,0.16295756942477058,0.963723772523519,0.922938701052447,0.012131491416901107,0.027870334581023698,0.9999999999999999,1.0,0.006493519885804907,0.024595482183264634,0.018101962297459726,0.012131491416901107,0.027870334581023698,0.015738843164122593,0.963723772523519,0.922938701052447,-0.04078507147107202,0.0176512161737749,0.024595482183264634,0.006944266009489733
full,Full FUR,530,"When it's flying, a plane has no friction with the",3,12,Friction is a force that opposes motion between two surfaces that are in contact.,A): wings | B): ground | C): air | D): clouds,B,2,2,C,C,False,False,False,89.37741190744127,29.709888780025505,90.0,0.06841192218210268,-0.01850439491344797,0.06841192218210268,0.19309830829286168,0.44973200258609003,0.25663369429322835,0.963723772523519,0.8953118503414164,0.012131491416901107,0.030635886330349076,0.9999999999999999,0.9999999999999999,0.006493519885804907,0.039337256954179285,0.03284373706837438,0.012131491416901107,0.030635886330349076,0.01850439491344797,0.963723772523519,0.8953118503414164,-0.06841192218210268,0.0176512161737749,0.034715006374055224,0.017063790200280322
full,Full FUR,530,"When it's flying, a plane has no friction with the",5,12,"Since the plane is flying, it is not in contact with the ground, so there is no friction with the ground.",A): wings | B): ground | C): air | D): clouds,B,2,2,C,C,False,False,False,88.42415978637368,43.29925366691448,95.0,0.041441037763236155,-0.004760706678743945,0.04418494262208503,0.19309830829286168,0.34771816557079893,0.15461985727793726,0.963723772523519,0.9222827347602829,0.012131491416901107,0.01689219809564505,0.9999999999999999,1.0,0.006493519885804907,0.045917755829146,0.039424235943341095,0.012131491416901107,0.01689219809564505,0.004760706678743945,0.963723772523519,0.9222827347602829,-0.041441037763236155,0.0176512161737749,0.014907311314926043,-0.0027439048588488585
full,Full FUR,530,"When it's flying, a plane has no friction with the",7,12,"The plane's wings are designed to produce lift, which is the upward force that counteracts the weight of the plane and keeps it flying.",A): wings | B): ground | C): air | D): clouds,B,2,2,C,C,False,False,False,88.28770744500207,32.13809214818332,80.0,0.17555930946458587,-0.16373178042963912,0.18071009661354742,0.19309830829286168,0.6186206072242819,0.42552229893142024,0.963723772523519,0.7881644630589332,0.012131491416901107,0.17586327184654024,0.9999999999999999,0.9999999999999999,0.006493519885804907,0.0013427327368433545,-0.005150787148961553,0.012131491416901107,0.17586327184654024,0.16373178042963912,0.963723772523519,0.7881644630589332,-0.17555930946458587,0.0176512161737749,0.0346295323576832,0.0169783161839083
full,Full FUR,530,"When it's flying, a plane has no friction with the",9,12,"The air is the medium through which the plane is moving, and since the plane is not in contact with the air, there is no friction with the air.",A): wings | B): ground | C): air | D): clouds,B,2,2,C,C,False,False,False,83.54741371233487,40.11207651729054,95.0,0.12941242875030257,-0.04830582177188927,0.1297480664343755,0.19309830829286168,0.6047499194172068,0.4116516111243451,0.963723772523519,0.8343113437732165,0.012131491416901107,0.06043731318879037,0.9999999999999999,1.0,0.006493519885804907,0.08793576454829118,0.08144224466248627,0.012131491416901107,0.06043731318879037,0.04830582177188927,0.963723772523519,0.8343113437732165,-0.12941242875030257,0.0176512161737749,0.01731557848970198,-0.00033563768407292305
full,Full FUR,530,"When it's flying, a plane has no friction with the",11,12,"Clouds are made up of water droplets or ice crystals suspended in the air, and the plane is not in contact with the clouds, so",A): wings | B): ground | C): air | D): clouds,B,2,2,C,C,False,False,False,87.23666718783187,43.74050237556882,90.0,-0.031529701492547524,0.008963817607872562,0.03152970149254751,0.19309830829286168,0.034170596417982264,-0.15892771187487942,0.963723772523519,0.9952534740160666,0.012131491416901107,0.003167673809028545,0.9999999999999999,1.0,0.006493519885804907,0.0010283930773060757,-0.005465126808498832,0.012131491416901107,0.003167673809028545,-0.008963817607872562,0.963723772523519,0.9952534740160666,0.031529701492547524,0.0176512161737749,0.0005504590975988021,-0.017100757076176098
full,Full FUR,591,"When looking for good soil for plants, typically what is optimal?",1,10,Good soil should be able to support plant growth.,A): malleable and nutritious | B): dry and sandy | C): grainy and bitter | D): compact and hard,A,0,0,A,A,True,True,False,95.87250706142024,34.16171974340653,95.0,-0.0036136314058023977,-0.0036136314058023977,0.003905033112404213,0.13330478351931588,0.11565226649061684,-0.017652517028699036,0.9753757297166327,0.9789893611224351,0.9753757297166327,0.9789893611224351,0.9999999999999999,1.0,0.9753757297166327,0.9789893611224351,0.0036136314058023977,0.0157654809848451,0.015823888598750262,5.840761390516272e-05,0.0004201358319092881,0.0006531299246059652,0.00023299409269667703,0.008438653466612907,0.004533620354208718,-0.003905033112404189
full,Full FUR,591,"When looking for good soil for plants, typically what is optimal?",3,10,"Malleable and nutritious soil (A) would be able to retain water and nutrients, which is ideal for plant growth.",A): malleable and nutritious | B): dry and sandy | C): grainy and bitter | D): compact and hard,A,0,0,A,A,True,True,False,85.81698409126575,47.509146467663875,90.0,-0.022163462103801157,-0.022163462103801157,0.02216346210380115,0.13330478351931588,0.019051045269659075,-0.1142537382496568,0.9753757297166327,0.9975391918204338,0.9753757297166327,0.9975391918204338,0.9999999999999999,1.0,0.9753757297166327,0.9975391918204338,0.022163462103801157,0.0157654809848451,0.001699427658120102,-0.014066053326724998,0.0004201358319092881,9.587514349196828e-05,-0.00032426068841731983,0.008438653466612907,0.000665505377954084,-0.007773148088658823
